English,Hebrew
mommy ,מומרס
dogs ,כלבים
wild ,פְּרָאִי
ridiculous ,מְגוּחָך
simply ,בפשטות
lee ,lee.
animal ,בעל חיים
showed ,הראה
billy ,בילי
shooting ,צילומים
keeps ,שומר
camp ,מַחֲנֶה
guns ,תותחים
medical ,רְפוּאִי
shame ,בושה
hoping ,מקווה
whom ,מִי
bird ,ציפור
majesty ,גָאוֹן
flowers ,פרחים
famous ,מפורסם
asleep ,יָשֵׁן
beauty ,יוֹפִי
driver ,נהג
keys ,מקשים
rain ,גֶשֶׁם
awful ,נורא
large ,גָדוֹל
local ,מְקוֹמִי
deserve ,מגיע
goddamn ,goddamn
stone ,אֶבֶן
jane ,ג 'יין
grace ,חן
consider ,לשקול
weekend ,סוף שבוע
wondering ,תוהה
lay ,לְהַנִיחַ
plenty ,שפע
willing ,מוּכָן
pants ,מִכְנָסַיִים
sweetheart ,מותק
skin ,עור
excellent ,מְעוּלֶה
asshole ,מְטוּמטָם
beach ,החוף
c ,c.
faith ,אֱמוּנָה
beg ,לְהִתְחַנֵן
fuckin ,זין
responsible ,אחראי
military ,צבאי
cheering ,תְשׁוּאוֹת
opportunity ,הִזדַמְנוּת
common ,מְשׁוּתָף
bottom ,תַחתִית
german ,גֶרמָנִיָת
whoever ,מִי
cook ,לְבַשֵׁל
walked ,הלך
papers ,-
justice ,צֶדֶק
hall ,אולם
commander ,מְפַקֵד
drug ,תְרוּפָה
main ,רָאשִׁי
knife ,סַכִּין
devil ,שָׂטָן
necessary ,נחוץ
although ,למרות ש
princess ,נסיכה
lights ,אורות
flying ,עַף
dick ,זַיִן
rose ,ורד
knowing ,יוֹדֵעַ
clearly ,בְּבִירוּר
hat ,כּוֹבַע
agreed ,מוסכם
johnny ,ג 'וני
corner ,פינה
code ,קוד
note ,הערה
tommy ,טומי
due ,-
correct ,נכון
apologize ,לְהִתְנַצֵל
language ,שפה
stars ,כוכבים
faster ,מהר יותר
cars ,מכוניות
folks ,אנשים
bullshit ,שְׁטוּיוֹת
i. ,אני.
fellow ,עָמִית
several ,כַּמָה
grandma ,סַבתָא
shows ,מופעים
leader ,מַנהִיג
leaves ,משאיר
restaurant ,מִסעָדָה
east ,מזרח
shouting ,צעקות
blind ,עיוור
ghost ,רוּחַ
cup ,גָבִיעַ
gotten ,-
tight ,הדוק
conversation ,שִׂיחָה
tells ,לַיֵד
lies ,שקרים
nor ,ולא
pulled ,משך
hanging ,תְלִיָה
speed ,מְהִירוּת
stories ,סיפורים
health ,בְּרִיאוּת
advice ,עֵצָה
held ,מוּחזָק
uh-huh ,אה הא
murdered ,נִרצָח
beyond ,מיותר
rule ,כְּלָל
hardly ,בְּקוֹשִׁי
possibly ,יִתָכֵן
inspector ,מְפַקֵחַ
cousin ,בת דודה
trial ,ניסוי
emergency ,חרום
ought ,אתה צריך
eddie ,אדי
somehow ,איכשהו
hearing ,שמיעה
states ,מדינות
account ,חֶשְׁבּוֹן
spoke ,דַבְּרָנִי
file ,קוֹבֶץ
understood ,מובן
angel ,מַלְאָך
tape ,קלטת
milk ,חלב
powerful ,חָזָק
weapons ,כלי נשק
practice ,תרגול
manager ,מנהל
pardon ,חנינה
vote ,הַצבָּעָה
jake ,ג 'ייק
national ,לאומי
career ,קריירה
minister ,שר בממשלה
super ,סוּפֶּר
taught ,לימד
robert ,רוברט
biggest ,הגדול ביותר
plays ,מחזות
natural ,טִבעִי
dancing ,רואלנסי
copy ,עותק
plus ,ועוד
martin ,סְנוּנִית
cake ,עוגה
freedom ,חוֹפֶשׁ
among ,בין
breath ,נְשִׁימָה
operation ,פעולה
chris ,כריס
crew ,צוות
challenge ,אתגר
market ,שׁוּק
meat ,בָּשָׂר
towards ,לִקרַאת
bringing ,הֲנָאָה
dropped ,נופל
student ,סטוּדֶנט
lied ,שיקר
strength ,כוח
size ,גודל
breathe ,לִנְשׁוֹם
color ,צֶבַע
monster ,מִפלֶצֶת
loud ,בְּקוֹל רָם
photo ,תמונה
aw ,-
nearly ,כמעט
sight ,מראה
greatest ,הגדול ביותר
games ,משחקים
bridge ,לְגַשֵׁר
dressed ,לָבוּשׁ
arrested ,נֶעצָר
horrible ,מַחרִיד
coach ,מְאַמֵן
planning ,תִכנוּן
checked ,בָּדוּק
breaking ,שְׁבִירָה
noticed ,שם לב
fantastic ,פַנטַסטִי
screams ,צועק
serve ,לְשָׁרֵת
ideas ,רעיונות
investigation ,חֲקִירָה
center ,מֶרְכָּז
older ,מבוגר יותר
pack ,חבילה
soldiers ,חיילים
nonsense ,שְׁטוּיוֹת
doc ,דוק
project ,פּרוֹיֶקט
training ,הַדְרָכָה
example ,דוגמא
trick ,טריק
prepared ,מוּכָן
science ,מַדָע
united ,מאוחד
travel ,לִנְסוֹעַ
incredible ,מדהים
grandpa ,סָבָּא
paying ,לשלם
character ,אופי
teeth ,שיניים
criminal ,פְּלִילִי
charles ,צ 'ארלס
chinese ,סִינִית
truly ,בֶּאֱמֶת
honestly ,בִּיוֹשֶׁר
bro ,א brמָנִיָה
survive ,לִשְׂרוֹד
bobby ,בובי
target ,יַעַד
feed ,הזנה
nurse ,אָחוֹת
e ,-
fake ,מְזוּיָף
records ,רשומות
breathing ,נְשִׁימָה
sweetie ,מוֹתֶק
numbers ,מספרים
oil ,שמן
suicide ,הִתאַבְּדוּת
belong ,שייך
whoo ,וו
perfectly ,בהחלט
amy ,אימי
forgotten ,ישכח
remain ,לְהִשָׁאֵר
original ,מְקוֹרִי
papa ,אַבָּא
onto ,עַל גַבֵּי
concerned ,מודאג
credit ,אַשׁרַאי
ugh ,א uו
invited ,הוזמנו
discuss ,לָדוּן
research ,מחקר
easier ,קל יותר
view ,נוף
chair ,כִּסֵא
hurts ,כואב
strike ,לְהַכּוֹת
roger ,רוג'ר
fill ,למלא
condition ,מַצָב
mountain ,הַר
dr ,"ד""ר"
nowhere ,לְשׁוּם מָקוֹם
sheriff ,שֶׁרִיף
kim ,קמים
turning ,חֲרִיטָה
brown ,חום
recognize ,לזהות
heads ,ראשי
audience ,קהל
all ,את כל
jealous ,קַנָאִי
pretend ,להעמיד פנים
society ,חֶברָה
finding ,מִמצָא
shirt ,חוּלצָה
comfortable ,נוֹחַ
meaning ,מַשְׁמָעוּת
guest ,אוֹרֵחַ
pieces ,חתיכות
dry ,יָבֵשׁ
letting ,לתת
began ,החל
aye ,עיירה
jeff ,ג 'ף
female ,נְקֵבָה
release ,לְשַׁחְרֵר
ho ,ho
cards ,כרטיסים
pray ,לְהִתְפַּלֵל
unfortunately ,לצערי
balls ,כדורים
destroyed ,נהרס
ended ,סיים
universe ,עוֹלָם
prepare ,הכן
opinion ,דעה
movies ,סרטים
soldier ,לוֹחֶם
wash ,לִשְׁטוֹף
program ,תכנית
heat ,חוֹם
usual ,רָגִיל
ticket ,כַּרְטִיס
stolen ,גָנוּב
prefer ,לְהַעֲדִיף
aware ,מוּדָע
surely ,בוודאות
male ,זָכָר
base ,בסיס
matters ,עניינים
lift ,מעלית
lab ,מַעבָּדָה
command ,פקודה
proof ,הוכחה
cream ,קרם
selling ,מכירה
believed ,האמין
create ,לִיצוֹר
h ,ה '
afford ,לְהַרְשׁוֹת לְעַצמוֹ
sunday ,יוֹם רִאשׁוֹן
total ,"סה""כ"
dumb ,מְטוּמטָם
threw ,זרק
france ,צָרְפַת
birth ,הוּלֶדֶת
created ,נוצר
realized ,הבין
british ,בריטי
noise ,רַעַשׁ
nuts ,אֱגוֹזִים
students ,סטודנטים
birds ,ציפורים
social ,חֶברָתִי
brilliant ,מַברִיק
bodies ,גופים
tie ,עניבה
opened ,נפתח
ours ,שֶׁלָנוּ
bucks ,דולקים
kevin ,קווין
mister ,מַר
ugly ,מְכוֹעָר
ryan ,ריאן
focus ,מוֹקֵד
dan ,דן
opens ,פותח
exist ,קיימים
followed ,ואחריו
england ,אַנְגלִיָה
draw ,לצייר
purpose ,מַטָרָה
letters ,אותיות
daniel ,דניאל
opening ,פְּתִיחָה
bullet ,כַּדוּר
anna ,אנה
lately ,לָאַחֲרוֹנָה
stayed ,נשאר
falling ,נופל
season ,עונה
ends ,סטייה
suggest ,לְהַצִיעַ
joy ,שִׂמְחָה
distance ,מֶרְחָק
responsibility ,אַחֲרָיוּת
whenever ,בְּכָל פַּעַם
issue ,נושא
thousands ,אלפים
process ,תהליך
sword ,חֶרֶב
shower ,מִקלַחַת
weak ,חלש
fucked ,זיין
lonely ,בּוֹדֵד
happiness ,אושר
eric ,אריק
tiny ,זָעִיר
desk ,שׁוּלְחָן כְּתִיבָה
pool ,בריכה
property ,תכונה
forced ,כָּפוּי
settle ,לִשְׁקוֹעַ
indistinct ,לֹא בָּרוּר
weight ,מִשׁקָל
received ,קיבלו
gang ,כְּנוּפִיָה
bite ,נְשִׁיכָה
friday ,יוֹם שִׁישִׁי
disappeared ,נעלם
interview ,רֵאָיוֹן
expecting ,מצפה
kinda ,די
surgery ,כִּירוּרגִיָה
horses ,סוסים
mayor ,ראש העיר
babe ,תִינוֹק
ancient ,עָתִיק
handsome ,יפה תואר
thomas ,תומאס
saturday ,יום שבת
staff ,צוות
lines ,שורות
unit ,יחידה
fan ,אוהד
gentleman ,ג'ֶנטֶלמֶן
introduce ,הצג
fate ,גוֹרָל
split ,לְפַצֵל
recently ,לאחרונה
expected ,צָפוּי
add ,לְהוֹסִיף
ordered ,הורה
slowly ,לאט
alarm ,אזעקה
member ,חבר
slept ,לישון
signed ,חתם
enter ,להיכנס
spanish ,ספרדית
garden ,גן
brings ,מביא
brave ,אַמִיץ
pig ,חֲזִיר
model ,דֶגֶם
finger ,אֶצבַּע
medicine ,תרופה
access ,גִישָׁה
failed ,נִכשָׁל
flat ,שָׁטוּחַ
easily ,בְּקַלוּת
discovered ,גילה
based ,מבוסס
screw ,לִדפּוֹק
insane ,מטורף
cares ,דאגות
weather ,מזג אוויר
fingers ,אצבעות
san ,סן
scott ,סלקטר
path ,נָתִיב
soft ,רַך
harm ,לפגוע
style ,סִגְנוֹן
community ,קְהִלָה
sees ,רואים
basically ,בעיקרון
al ,al
signal ,אוֹת
nope ,לא
spare ,נוֹסָף
speech ,נְאוּם
covered ,סמוי
shake ,לְנַעֵר
loose ,מְשׁוּחרָר
snow ,שֶׁלֶג
russian ,רוּסִי
lake ,אֲגַם
bright ,בָּהִיר
roof ,גג
ohh ,אהה
sending ,שְׁלִיחָה
paint ,צֶבַע
remind ,לְהַזכִּיר
pal ,יָדִיד
naked ,עֵירוֹם
post ,הודעה
sugar ,סוכר
heading ,כּוֹתֶרֶת
streets ,רחובות
damage ,נֵזֶק
silence ,שתיקה
doors ,דלתות
pete ,פיט
ed ,אד
success ,הַצלָחָה
wet ,רָטוֹב
nah ,nah
amount ,כמות
members ,חברים
kate ,קיט
manage ,לנהל
safety ,בְּטִיחוּת
returned ,הוחזר
harder ,קשה יותר
fbi ,אוּבָל
block ,לַחסוֹם
showing ,מראה
fancy ,לְחַבֵּב
chef ,שֶׁף
contract ,חוֹזֶה
dig ,לַחפּוֹר
chest ,חזה
good-bye ,הֱיה שלום
drinks ,מַשׁקָאוֹת
dave ,דייב
buried ,קבור
brian ,בריאן
trade ,סַחַר
journey ,מסע
stomach ,בֶּטֶן
changes ,שינויים
details ,פרטים
thoughts ,מחשבות
divorce ,לְהִתְגַרֵשׁ
funeral ,הַלוָיָה
maria ,מראיה
football ,כדורגל
reality ,מְצִיאוּת
theory ,תֵאוֹרִיָה
gosh ,גוש
ruined ,הָרוּס
gate ,שַׁעַר
william ,וויליאם
spread ,התפשטות
outta ,outta
japanese ,יַפָּנִית
sudden ,פִּתְאוֹמִי
coat ,מעיל
sooner ,במוקדם
cheese ,גבינה
larry ,לארי
spring ,אביב
page ,עמוד
ears ,אוזניים
simon ,סיימון
castle ,טִירָה
hidden ,מוּסתָר
storm ,סערה
cos ,חַסַת עָלִים
personally ,באופן אישי
artist ,אמן
hill ,גִבעָה
exciting ,מְרַגֵשׁ
permission ,רְשׁוּת
jerry ,ג 'רי
expensive ,יָקָר
tickets ,כרטיסים
forest ,יַעַר
barely ,בקושי
eggs ,ביצים
goin ,נוין
regret ,חֲרָטָה
lesson ,שיעור
lover ,מְאַהֵב
bread ,לחם
andy ,אנדי
subject ,נושא
legal ,משפטי
growing ,גָדֵל
ill ,חולה
jason ,ג 'ייסון
mood ,מַצַב רוּחַ
owner ,בעלים
caused ,גרם ל
beeping ,צָפוּף
points ,נקודות
dating ,היכרויות
loss ,הֶפסֵד
secretary ,מזכירה
revenge ,נְקָמָה
santa ,סנטה
likely ,סָבִיר
rent ,השכרה
connection ,חיבור
assistant ,עוֹזֵר
reasons ,סיבות
yelling ,צועק
painting ,צִיוּר
trees ,עצים
doctors ,רופאים
rush ,לְמַהֵר
foreign ,זָר
rough ,מְחוּספָּס
murderer ,רוֹצֵחַ
century ,מֵאָה
nights ,לילות
pair ,זוג
runs ,ריצות
pocket ,כִּיס
farm ,חווה חקלאית
matt ,מאט
bike ,אוֹטֶת
obvious ,ברור
ate ,אכלתי
grew ,הוֹצָאָה
professional ,מקצועי
tim ,טים
goodness ,טוּב לֵב
parts ,חלקים
alan ,אלן
university ,אוּנִיבֶרְסִיטָה
square ,כיכר
grandfather ,סָבָּא
europe ,אֵירוֹפָּה
genius ,גָאוֹן
cases ,מקרים
ruin ,לַהֲרוֹס
winter ,חוֹרֶף
tongue ,לָשׁוֹן
memories ,זיכרונות
da ,תְהוּדָה
buying ,קְנִיָה
cancer ,מחלת הסרטן
clock ,שָׁעוֹן
ocean ,אוקיינוס
dna ,דננה
liar ,שַׁקרָן
tour ,סיור
thief ,גַנָב
bleep ,הֵיכרה
lisa ,ליסה
rights ,זכויות
including ,לְרַבּוֹת
competition ,תַחֲרוּת
smith ,נַפָּח
planned ,מתוכנן
emily ,אמילי
boring ,מְשַׁעֲמֵם
victims ,קורבנות
mentioned ,מוּזְכָּר
bones ,עצמות
plant ,צמח
bless ,לברך
warning ,אַזהָרָה
knocking ,דְפִיקָה
re ,מִחָדָשׁ
crash ,לְהִתְרַסֵק
bedroom ,חדר שינה
lower ,נמוך יותר
silver ,כסף
groaning ,נַהֲמָה
madame ,גְבֶרֶת
defense ,הֲגָנָה
results ,תוצאות
toilet ,שֵׁרוּתִים
event ,מִקרֶה
complicated ,מורכב
shape ,צוּרָה
priest ,כּוֹמֶר
royal ,מלכותי
cheap ,זוֹל
romantic ,רוֹמַנטִי
downstairs ,לְמַטָה
invite ,להזמין
fortune ,הון עתק
tears ,דמעות
avoid ,לְהִמָנַע
reached ,השיג
higher ,גבוה יותר
familiar ,מוּכָּר
telephone ,טֵלֵפוֹן
burning ,שריפה
filled ,מְמוּלָא
kelly ,קלי
alice ,אליס
airport ,שדה תעופה
jobs ,מקומות תעסוקה
grown ,מְגוּדָל
walter ,וולטר
rachel ,רחל
giant ,עֲנָק
insurance ,ביטוח
woods ,יוודס
n ,n.
scare ,לְהַפחִיד
pleased ,מְרוּצֶה
period ,פרק זמן
political ,פּוֹלִיטִי
player ,שחקן
stops ,מפסיק
secrets ,סודות
laura ,לורה
repeat ,חזור
photos ,תמונות
finds ,ממצאים
statement ,הַצהָרָה
suck ,לִמְצוֹץ
younger ,צעיר יותר
china ,חרסינה
humans ,בני אנוש
delicious ,טָעִים מְאוֹד
particular ,מיוחד
proper ,תָקִין
rome ,רומא
belongs ,שייך
attacked ,הותקפו
bath ,מֶרחָץ
hired ,נשכר
site ,אֲתַר
knowledge ,יֶדַע
b ,ב '
led ,לד
guests ,אורחים
celebrate ,לַחֲגוֹג
map ,מַפָּה
horn ,צופר
eventually ,בסופו של דבר
pity ,רַחֲמִים
powers ,כוחות
ashamed ,מְבוּיָשׁ
assume ,לְהַנִיחַ
glasses ,משקפיים
rise ,לעלות
fixed ,תוקן
request ,בַּקָשָׁה
officers ,קצינים
pounds ,קילו
data ,נתונים
carefully ,בקפידה
per ,לְכָל
depends ,תלוי
jury ,חֶבֶר מוּשׁבַּעִים
waited ,חיכה
positive ,חִיוּבִי
attorney ,"עו""ד"
direction ,כיוון
families ,משפחות
clock ,שָׁעוֹן
doin ,doin
forces ,כוחות
location ,מקום
walls ,קירות
useless ,חֲסַר תוֹעֶלֶת
grant ,מענק
saving ,חִסָכוֹן
speaks ,מדבר
fought ,נלחם
meal ,ארוחה
deliver ,לִמְסוֹר
answers ,תשובות
changing ,מִשְׁתַנֶה
temple ,בית המקדש
scary ,מַפְחִיד
millions ,מיליונים
offered ,מוּצָע
regular ,רגיל
carrying ,נְשִׂיאָה
official ,רשמי
jacket ,ז'ָקֵט
switch ,החלף
grave ,קבר
chase ,מִרדָף
role ,תַפְקִיד
odd ,מוזר
sexy ,סֶקסִי
faces ,פרצופים
becomes ,הופך
closes ,סגירה
badly ,רע
tall ,גובה
confused ,מְבוּלבָּל
affair ,פָּרָשָׁה
television ,טֵלֶוִיזִיָה
shock ,הֶלֶם
raised ,מוּרָם
panting ,הִתנַשְׁמוּת
pizza ,פיצה
image ,תמונה
clears ,מנקה
golden ,זָהוּב
patients ,חולים
watched ,צפו
committed ,מְחוּיָב
sexual ,מִינִי
suffer ,סובל
arthur ,ארתור
wherever ,בַּאֲשֶׁר
plate ,צַלַחַת
appear ,לְהוֹפִיעַ
chocolate ,שוקולד
clever ,נבון
hm ,הֶמְחַת
mercy ,רַחֲמִים
shots ,יריות
lucy ,לוסי
dealing ,התמודדות
trap ,מַלכּוֹדֶת
charges ,חיובים
phil ,פיל
bang ,לִדפּוֹק
poison ,רַעַל
butt ,קַת
drove ,נסע
yourselves ,עַצמְכֶם
headed ,בראשות
babies ,תינוקות
yellow ,צהוב
soup ,מרק
mystery ,מִסתוֹרִין
picking ,קוֹצֵב
sat ,ישב
wound ,פֶּצַע
traffic ,תְנוּעָה
courage ,אומץ
hunt ,לָצוּד
indian ,הוֹדִי
rat ,עכברוש
terms ,תנאי
italian ,אִיטַלְקִית
emma ,אמה
checking ,בדיקה
disease ,מַחֲלָה
managed ,מנוהל
winner ,זוֹכֵה
council ,המועצה
appointment ,קביעת פגישה
monday ,יוֹם שֵׁנִי
crack ,סדק
threat ,אִיוּם
jenny ,ג 'ני
physical ,גוּפָנִי
nation ,אוּמָה
source ,מָקוֹר
chose ,בחרה
healthy ,בָּרִיא
carl ,קארל
victory ,ניצחון
rick ,ריק
stood ,עמד
kicked ,בעט
annie ,אני
disgusting ,מגעיל
palace ,אַרְמוֹן
below ,לְהַלָן
shopping ,קניות
